time,Vd,Vq,Id,Iq,Pe,Qe
0.0,0.6776401911845685,0.7353936165696173,0.7627302379185402,0.3850228359003231,0.8,0.3
0.001000050002500125,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.00200010000500025,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.0030001500075003754,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.0040002000100005,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.005000250012500625,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.006000300015000751,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.0070003500175008756,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.008000400020001,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.009000450022501126,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.01000050002500125,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.011000550027501376,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.012000600030001501,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.013000650032501625,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.014000700035001751,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.015000750037501875,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.016000800040002,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.017000850042502125,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.018000900045002252,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.019000950047502376,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.0200010000500025,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.021001050052502628,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.02200110005500275,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.023001150057502875,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.024001200060003003,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.025001250062503127,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.02600130006500325,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.027001350067503375,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.028001400070003502,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.029001450072503626,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.03000150007500375,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.031001550077503878,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.032001600080004,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.03300165008250413,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.03400170008500425,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.03500175008750438,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.036001800090004504,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.037001850092504625,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.03800190009500475,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.03900195009750488,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.040002000100005,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.04100205010250513,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.042002100105005255,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.043002150107505376,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.0440022001100055,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.04500225011250563,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.04600230011500575,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.04700235011750588,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.048002400120006006,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.049002450122506126,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.050002500125006254,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
0.051002550127506374,0.6776401911845685,0.7353936165696173,0.7627302379185401,0.3850228359003231,0.7999999999999998,0.3000000000000002
